2025-06-22 21:30:21,583 | PyNucleusRunner | INFO | run_web_app.py:64 | ============================================================
2025-06-22 21:30:21,583 | PyNucleusRunner | INFO | run_web_app.py:65 | 🚀 Starting PyNucleus Web Application...
2025-06-22 21:30:21,583 | PyNucleusRunner | INFO | run_web_app.py:66 |    • Mode: Development (Debug ON)
2025-06-22 21:30:21,584 | PyNucleusRunner | INFO | run_web_app.py:67 |    • Model: Qwen/Qwen3-0.6B
2025-06-22 21:30:21,584 | PyNucleusRunner | INFO | run_web_app.py:68 |    • Vector DB: data/03_intermediate/vector_db
2025-06-22 21:30:21,584 | PyNucleusRunner | INFO | run_web_app.py:69 | ============================================================
2025-06-22 21:30:21,584 | PyNucleusRunner | INFO | run_web_app.py:70 |    ►►► Open your browser at http://localhost:5001/ ◄◄◄
2025-06-22 21:30:21,584 | PyNucleusRunner | INFO | run_web_app.py:71 | ============================================================
2025-06-22 21:30:21,619 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.1.43:5001
2025-06-22 21:30:21,619 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-22 21:30:29,341 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:29] "GET / HTTP/1.1" 200 -
2025-06-22 21:30:33,894 | pynucleus | INFO | engine.py:38 | ChromaDB client initialized successfully
2025-06-22 21:30:34,136 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:34,285 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-22 21:30:34,285 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:34] "GET /status HTTP/1.1" 200 -
2025-06-22 21:30:35,122 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:35,123 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:35,128 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:35,248 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:35,249 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:35] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:36,520 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:36,520 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:36,521 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:36,631 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:36,632 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:36] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:37,599 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:37,700 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-22 21:30:37,701 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:37] "GET /status HTTP/1.1" 200 -
2025-06-22 21:30:39,372 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:39,373 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:39,565 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-22 21:30:39,566 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:39] "GET /status HTTP/1.1" 200 -
2025-06-22 21:30:39,569 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-22 21:30:39,570 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:39] "GET /status HTTP/1.1" 200 -
2025-06-22 21:30:41,003 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:41,003 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:41,005 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:41,115 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:41,116 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:41] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:42,277 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:42,277 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:42,279 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:42,390 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:42,391 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:42] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:42,843 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:42,844 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:42,846 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:42,956 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:42,957 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:42] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:43,032 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:43,033 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:43,033 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:43,126 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:43,127 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:43] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:43,216 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:43,216 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:43,216 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:43,310 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:43,311 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:43] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:43,349 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:43,349 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:43,349 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:43,435 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:43,436 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:43] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:43,516 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:43,516 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:43,516 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:43,604 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:43,605 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:43] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:30:43,666 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:30:43,666 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:30:43,667 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:30:43,760 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:30:43,761 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:30:43] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:31:34,753 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 21:31:34,754 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 21:31:34,755 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 21:31:34,871 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 21:31:34,872 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 21:31:34] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 21:38:22,952 | pynucleus.api.app | INFO | app.py:86 | Received signal 15, shutting down gracefully...
2025-06-22 21:38:22,952 | pynucleus.api.app | INFO | app.py:73 | Cleaning up application resources...
2025-06-22 21:38:23,089 | pynucleus.api.app | INFO | app.py:77 | Resource cleanup completed
2025-06-22 21:38:23,594 | pynucleus.api.app | INFO | app.py:73 | Cleaning up application resources...
2025-06-22 21:38:23,725 | pynucleus.api.app | INFO | app.py:77 | Resource cleanup completed
2025-06-22 21:38:23,733 | PyNucleusRunner | INFO | run_web_app.py:45 | 🧹 Ensuring port 5001 is free...
2025-06-22 21:38:23,782 | PyNucleusRunner | INFO | run_web_app.py:53 | ✅ Port 5001 has been cleared.
