2025-06-22 22:14:16,886 | PyNucleusRunner | INFO | run_web_app.py:64 | ============================================================
2025-06-22 22:14:48,464 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 22:14:51,752 | pynucleus | INFO | golden_eval.py:44 | 🔍 Starting comprehensive evaluation...
2025-06-22 22:14:51,754 | pynucleus | INFO | golden_eval.py:58 | Randomly sampled 5 questions from 49 total questions
2025-06-22 22:14:51,838 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 22:14:51,838 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 22:14:55,701 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 22:14:55,702 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 22:14:58,983 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 22:14:58,983 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 22:15:02,498 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 22:15:02,498 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 22:15:06,012 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 22:15:06,012 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 22:15:09,350 | pynucleus | INFO | golden_eval.py:89 | Evaluation completed: 0.0% success rate
2025-06-22 22:15:09,354 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 22:15:09,354 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 22:15:09,366 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 22:15:09,366 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:37 | Vector store (chroma) initialized successfully
2025-06-22 22:15:09,366 | pynucleus.pipeline.pipeline_rag | ERROR | pipeline_rag.py:89 | Failed to check/populate ChromaDB: cannot import name '_initialize_collection' from 'pynucleus.rag.engine' (/Users/mohammadalmusaiteer/PyNucleus-Model/src/pynucleus/rag/engine.py)
