2025-06-23 12:19:43,466 | PyNucleusRunner | INFO | run_web_app.py:64 | ============================================================
2025-06-23 12:19:43,467 | PyNucleusRunner | INFO | run_web_app.py:65 | 🚀 Starting PyNucleus Web Application...
2025-06-23 12:19:43,467 | PyNucleusRunner | INFO | run_web_app.py:66 |    • Mode: Development (Debug ON)
2025-06-23 12:19:43,467 | PyNucleusRunner | INFO | run_web_app.py:67 |    • Model: Qwen/Qwen3-0.6B
2025-06-23 12:19:43,467 | PyNucleusRunner | INFO | run_web_app.py:68 |    • Vector DB: data/03_intermediate/vector_db
2025-06-23 12:19:43,467 | PyNucleusRunner | INFO | run_web_app.py:69 | ============================================================
2025-06-23 12:19:43,467 | PyNucleusRunner | INFO | run_web_app.py:70 |    ►►► Open your browser at http://localhost:5001/ ◄◄◄
2025-06-23 12:19:43,467 | PyNucleusRunner | INFO | run_web_app.py:71 | ============================================================
2025-06-23 12:19:43,505 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.0.145:5001
2025-06-23 12:19:43,505 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-23 12:19:55,785 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 12:19:55] "GET / HTTP/1.1" 200 -
2025-06-23 12:20:02,653 | pynucleus | INFO | engine.py:38 | ChromaDB client initialized successfully
2025-06-23 12:20:02,911 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 12:20:03,062 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-23 12:20:03,062 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 12:20:03] "GET /status HTTP/1.1" 200 -
2025-06-23 12:20:08,682 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 12:20:08,778 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-23 12:20:08,779 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 12:20:08] "GET /status HTTP/1.1" 200 -
2025-06-23 12:20:15,915 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-23 12:20:15,917 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-23 12:20:15,930 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-23 12:20:16,031 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 12:20:16,117 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 12:20:16,198 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 12:20:16,278 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 12:20:16,384 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 12:20:16] "GET /system_statistics HTTP/1.1" 200 -
2025-06-23 12:20:24,252 | pynucleus | INFO | comprehensive_system_diagnostic.py:819 | Test log message from comprehensive diagnostic
2025-06-23 12:20:24,347 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 12:20:24,852 | pynucleus | WARNING | qwen_loader.py:36 | bitsandbytes not available, falling back to standard loading
2025-06-23 12:20:27,854 | pynucleus | INFO | qwen_loader.py:42 | Standard model loaded: Qwen/Qwen3-0.6B
