2025-06-23 11:52:03,756 | PyNucleusRunner | INFO | run_web_app.py:64 | ============================================================
2025-06-23 11:52:03,756 | PyNucleusRunner | INFO | run_web_app.py:65 | 🚀 Starting PyNucleus Web Application...
2025-06-23 11:52:03,756 | PyNucleusRunner | INFO | run_web_app.py:66 |    • Mode: Development (Debug ON)
2025-06-23 11:52:03,756 | PyNucleusRunner | INFO | run_web_app.py:67 |    • Model: Qwen/Qwen3-0.6B
2025-06-23 11:52:03,756 | PyNucleusRunner | INFO | run_web_app.py:68 |    • Vector DB: data/03_intermediate/vector_db
2025-06-23 11:52:03,756 | PyNucleusRunner | INFO | run_web_app.py:69 | ============================================================
2025-06-23 11:52:03,756 | PyNucleusRunner | INFO | run_web_app.py:70 |    ►►► Open your browser at http://localhost:5001/ ◄◄◄
2025-06-23 11:52:03,757 | PyNucleusRunner | INFO | run_web_app.py:71 | ============================================================
2025-06-23 11:52:03,780 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.0.145:5001
2025-06-23 11:52:03,780 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-23 11:52:31,521 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 11:52:31] "[36mGET / HTTP/1.1[0m" 304 -
2025-06-23 11:52:35,289 | pynucleus | INFO | engine.py:38 | ChromaDB client initialized successfully
2025-06-23 11:52:35,563 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 11:52:35,718 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-23 11:52:35,718 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 11:52:35] "GET /status HTTP/1.1" 200 -
2025-06-23 11:52:38,108 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 11:52:38,206 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-23 11:52:38,206 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 11:52:38] "GET /status HTTP/1.1" 200 -
2025-06-23 11:52:41,123 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-23 11:52:41,124 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-23 11:52:41,130 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-23 11:52:41,243 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 11:52:41,329 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 11:52:41,416 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 11:52:41,496 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 11:52:41,603 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 11:52:41] "GET /system_statistics HTTP/1.1" 200 -
2025-06-23 11:52:57,575 | pynucleus.api.app | INFO | app.py:352 | Processing question: what is distillation columns?... (stream: False)
2025-06-23 11:52:57,693 | pynucleus | INFO | engine.py:74 | Retrieved 3 documents for query
2025-06-23 11:52:57,694 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=1024, stream=False)
2025-06-23 11:54:14,915 | pynucleus.api.app | INFO | app.py:452 | Question processed successfully in 77.34s
2025-06-23 11:54:14,916 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 11:54:14] "POST /ask HTTP/1.1" 200 -
2025-06-23 11:54:31,914 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-23 11:54:32,059 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-23 11:54:32,060 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [23/Jun/2025 11:54:32] "GET /status HTTP/1.1" 200 -
2025-06-23 11:54:37,914 | pynucleus.api.app | INFO | app.py:95 | Received signal 15, shutting down gracefully...
2025-06-23 11:54:37,914 | pynucleus.api.app | INFO | app.py:82 | Cleaning up application resources...
2025-06-23 11:54:38,059 | pynucleus.api.app | INFO | app.py:86 | Resource cleanup completed
2025-06-23 11:54:38,225 | pynucleus.api.app | INFO | app.py:82 | Cleaning up application resources...
2025-06-23 11:54:38,347 | pynucleus.api.app | INFO | app.py:86 | Resource cleanup completed
2025-06-23 11:54:38,355 | PyNucleusRunner | INFO | run_web_app.py:45 | 🧹 Ensuring port 5001 is free...
2025-06-23 11:54:38,420 | PyNucleusRunner | INFO | run_web_app.py:53 | ✅ Port 5001 has been cleared.
